gene,count
BATF2,10213
BATF3,6852
BAX,32007
BAZ1A,181470
BAZ1B,58858
BAZ2A,170435
BAZ2B,89876
BBC3,22172
BBIP1,43383
BBLN,66373
BBOF1,20062
BBOX1,32695
BBS1,85486
BBS10,14969
BBS12,9278
BBS2,48338
BBS4,20323
BBS5,14221
BBS7,37084
BBS9,29829
BBX,98537
BCAM,5535
BCAN,4976
BCAP29,42456
BCAP31,98165
BCAR1,14827
BCAR3,28103
BCAS1,580
BCAS2,50488
BCAS3,35213
BCAS4,15140
BCAT1,1714
BCAT2,43318
BCCIP,179473
BCDIN3D,23909
BCHE,18191
BCKDHA,68330
BCKDHB,14403
BCKDK,32501
BCL10,89956
BCL11A,94695
BCL11B,111129
BCL2,67635
BCL2A1,38489
BCL2L1,395829
BCL2L10,17620
BCL2L11,70002
BCL2L12,9734
BCL2L13,70888
BCL2L15,13467
BCL2L2,181755
BCL3,267933
BCL6,33930
BCL6B,11831
BCL7A,40381
BCL7B,110452
BCL7C,13190
BCL9,48525
BCL9L,30221
BCLAF1,7951
BCLAF3,92323
BCO1,3769
BCO2,15216
BCOR,57512
BCORL1,12193
BCR,137284
BCS1L,11483
BDH1,32549
BDH2,21065
BDKRB1,16247
BDKRB2,20310
BDNF,3593
BDP1,150146
BEAN1,10876
BECN1,106565
BECN2,2350
BEGAIN,4636
BEND2,886
BEND3,11100
BEND4,3398
BEND5,4819
BEND6,14341
BEND7,5255
BEST1,11939
BEST2,8214
BEST3,11067
BEST4,5186
BET1,76442
BET1L,15098
BEX1,1558
BEX2,28183
BEX3,71928
BEX4,164507
BEX5,7227
BFAR,118708
BFSP1,7947
BFSP2,8801
BGN,14639
BHLHE22,11620
BHLHE40,877739
BHLHE41,213888
BHMT,3665
BHMT2,9717
BICC1,30958
BICD1,71039
BICD2,227100
BICDL1,183493
BICDL2,133225
BICRA,36225
BICRAL,47089
BID,68582
BIK,43740
BIN1,44541
BIN2,42411
BIN3,25634
BIRC2,104557
BIRC3,195141
BIRC5,192643
BIRC6,71956
BIRC7,665
BIVM,35761
BLACAT1,13045
BLCAP,264113
BLID,4601
BLK,17335
BLM,19480
BLMH,45031
BLNK,55094
BLOC1S1,69575
BLOC1S2,201640
BLOC1S3,20719
BLOC1S4,39649
BLOC1S5,103652
BLOC1S6,95624
BLTP1,141563
BLTP2,140312
BLTP3A,41996
BLTP3B,49747
BLVRA,55113
BLVRB,16884
BLZF1,90816
BMAL1,50077
BMAL2,189102
BMERB1,15933
BMF,23364
